person,promedioCadaCuantosDiasVuelve,cadaCuantasHorasHaceEventos,cadaCuantosMinutosHaceEventos,cadaCuantosDiasEnMes5HaceEventos,cadaCuantasHorasEnUnDiaDelMes5HaceEventos,cadaCuantosMinutosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantosSegundosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantasHorasHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosMinutosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosSegundosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosDiasHaceConversion,cadaCuantosDiasHaceCheckout
9b42c753,0,2,20,1.0,0.0,2.0,66.0,0.0,1.0,9.0,-1.0,-1.0
9b4386dd,0,0,4,0.0,0.0,4.0,113.0,0.0,4.0,113.0,-1.0,-1.0
9b4496ec,2,25,298,2.0,1.0,2.0,64.0,1.0,2.3333333333333335,61.666666666666664,-1.0,1.0
9b45c60d,1,26,774,1.0,2.0,2.0,35.0,0.0,0.0,0.0,22.0,11.0
9b461b93,0,0,0,0.0,0.0,1.0,26.0,0.0,1.0,26.0,-1.0,0.0
9b46adea,0,5,80,1.0,5.0,1.0,20.0,10.0,1.0,21.5,-1.0,0.0
9b4757ea,0,0,7,0.0,0.0,8.0,150.0,0.0,8.0,150.0,-1.0,0.0
9b480bcf,9,185,3708,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,9.0
9b4a2b82,11,165,2070,8.0,4.0,1.0,32.0,0.0,2.0,81.0,-1.0,16.0
9b4e6755,6,144,2363,6.0,0.0,2.0,60.0,0.0,6.0,114.0,-1.0,0.0
9b4eb5dc,6,145,871,6.0,0.0,2.0,25.0,0.0,1.0,8.0,-1.0,0.0
9b4f540a,0,0,4,0.0,0.0,4.0,89.0,0.0,4.0,89.0,-1.0,0.0
9b502e14,0,4,52,0.0,4.0,1.0,30.0,4.0,0.75,30.0,-1.0,0.0
9b5082f0,1,37,1124,1.0,0.0,1.0,44.0,0.0,0.0,1.0,-1.0,1.0
9b534b2e,0,0,3,0.0,0.0,4.0,72.0,0.0,4.0,72.0,-1.0,-1.0
9b56351c,1,8,194,1.0,2.0,3.0,53.0,0.0,0.0,0.0,-1.0,0.0
9b588b02,1,14,95,1.0,0.0,1.0,31.0,1.0,1.0,23.5,-1.0,-1.0
9b5c7cf5,2,28,277,2.0,0.0,0.0,12.0,0.0,0.0,0.0,-1.0,0.0
9b5d1d3c,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9b5f563e,1,20,418,1.0,1.0,3.0,135.0,2.0,3.5,194.0,-1.0,1.0
9b615c31,1,25,758,1.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0
9b632ab1,0,0,1,0.0,1.0,2.0,62.0,1.0,1.5,61.5,-1.0,0.0
9b634701,0,6,172,0.0,6.0,0.0,5.0,6.0,0.3333333333333333,5.333333333333333,-1.0,-1.0
9b63a3d2,1,18,282,2.0,2.0,3.0,71.0,0.0,1.0,36.0,-1.0,0.0
9b6748e5,2,29,820,2.0,2.0,1.0,7.0,2.0,1.0,9.0,-1.0,0.0
9b67a3d9,0,0,0,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
9b681612,0,0,3,0.0,0.0,3.0,44.0,0.0,3.0,44.0,-1.0,-1.0
9b6a19f3,0,3,120,0.0,4.0,0.0,6.0,4.0,0.5,6.5,-1.0,0.0
9b711126,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,-1.0,0.0
9b712d2e,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,-1.0,0.0
9b728dd6,2,47,1106,2.0,0.0,2.0,30.0,1.0,1.5,29.0,-1.0,4.0
9b75ed98,0,0,4,0.0,0.0,4.0,106.0,0.0,4.0,106.0,-1.0,0.0
9b76074e,0,0,0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,-1.0,0.0
9b7683ec,0,0,2,0.0,1.0,2.0,58.0,1.0,2.5,58.0,-1.0,0.0
9b788037,0,0,0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,-1.0,0.0
9b797621,0,0,1,0.0,0.0,2.0,31.0,0.0,2.0,31.0,-1.0,0.0
9b7b87e5,0,0,1,0.0,0.0,1.0,29.0,0.0,1.0,29.0,-1.0,0.0
9b7dd05e,4,102,1226,5.0,0.0,1.0,45.0,0.0,1.0,43.0,-1.0,0.0
9b7fb867,0,0,1,0.0,0.0,2.0,60.0,0.0,2.0,60.0,-1.0,0.0
9b831e33,2,32,226,3.0,1.0,6.0,150.0,1.0,1.0,16.0,-1.0,1.0
9b85174a,0,0,1,0.0,0.0,2.0,54.0,0.0,2.0,54.0,-1.0,0.0
9b857326,1,17,524,2.0,4.0,0.0,14.0,7.0,0.6666666666666666,19.0,-1.0,0.0
9b85eb8d,5,121,3650,6.0,0.0,0.0,14.0,0.0,0.0,1.0,-1.0,0.0
9b8acf82,0,2,19,0.0,3.0,2.0,49.0,3.0,1.5,49.0,0.0,0.0
9b8ba850,0,6,182,1.0,0.0,1.0,8.0,1.0,0.6666666666666666,9.333333333333334,-1.0,1.0
9b8d001b,1,13,148,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0
9b8e4df3,0,0,6,0.0,1.0,0.0,14.0,1.0,0.5,14.0,-1.0,-1.0
9b90cd2f,0,0,1,0.0,0.0,1.0,67.0,0.0,1.0,67.0,-1.0,-1.0
9b913046,29,532,2606,4.0,11.0,1.0,35.0,0.0,1.0,24.0,-1.0,0.0
9b914619,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9b91b3fd,0,0,3,0.0,0.0,4.0,229.0,0.0,4.0,229.0,-1.0,0.0
9b9452f0,1,24,149,1.0,0.0,2.0,62.0,0.0,2.0,29.0,-1.0,0.0
9b961ec9,0,0,1,0.0,0.0,2.0,34.0,0.0,2.0,34.0,-1.0,0.0
9b96fc12,1,22,547,1.0,0.0,1.0,76.0,1.0,1.5,111.0,-1.0,-1.0
9b98ca73,4,32,243,4.0,0.0,4.0,152.0,0.0,8.0,242.0,0.0,0.0
9b9a412b,1,8,49,1.0,1.0,4.0,101.0,1.0,5.333333333333333,147.33333333333334,-1.0,0.0
9b9af514,0,0,5,0.0,0.0,6.0,118.0,0.0,6.0,118.0,-1.0,0.0
9b9b0e61,3,88,2824,5.0,0.0,1.0,34.0,0.0,0.0,5.0,-1.0,-1.0
9b9bd348,1,12,249,1.0,0.0,1.0,26.0,0.0,0.0,26.0,-1.0,1.0
9b9c3473,9,120,3166,4.0,4.0,1.0,19.0,0.0,0.0,4.0,-1.0,-1.0
9b9f98ed,16,339,7752,0.0,0.0,3.0,54.0,0.0,3.0,54.0,-1.0,0.0
9ba044f0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
9ba048a0,15,209,3990,0.0,3.0,0.0,10.0,3.0,0.5,9.5,-1.0,-1.0
9ba0b511,0,0,5,0.0,0.0,5.0,192.0,0.0,5.0,192.0,-1.0,0.0
9ba5a9cd,0,0,2,0.0,0.0,3.0,62.0,0.0,3.0,62.0,-1.0,0.0
9ba739b6,8,204,4599,2.0,0.0,2.0,73.0,0.0,3.0,103.0,0.0,12.0
9ba74331,0,4,85,1.0,0.0,0.0,10.0,0.0,0.0,0.0,-1.0,0.0
9ba76519,0,0,1,0.0,0.0,2.0,46.0,0.0,2.0,46.0,-1.0,0.0
9ba8e3c5,2,14,187,2.0,2.0,3.0,120.0,0.0,1.0,19.0,-1.0,0.0
9ba912d3,2,18,252,3.0,1.0,3.0,95.0,2.0,3.1,91.4,-1.0,0.0
9bacbd99,2,38,442,2.0,0.0,5.0,131.0,0.0,0.0,1.0,0.0,4.0
9baed7f7,5,107,2946,6.0,0.0,0.0,10.0,1.0,1.0,6.0,-1.0,-1.0
9baedadf,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9baf02b5,0,10,265,1.0,0.0,1.0,11.0,0.0,0.0,1.0,-1.0,0.0
9bafcd30,2,13,73,2.0,6.0,1.0,28.0,8.0,1.3333333333333333,27.333333333333332,-1.0,2.0
9bafcd7d,18,436,5241,22.0,0.0,2.0,49.0,0.0,1.0,22.0,-1.0,0.0
9bb0f7dd,0,15,185,1.0,0.0,1.0,18.0,0.0,0.0,0.0,-1.0,-1.0
9bb3af27,0,8,62,1.0,12.0,1.0,36.0,19.0,1.0,25.0,-1.0,-1.0
9bb623c2,2,33,453,2.0,1.0,2.0,51.0,0.0,1.0,6.0,-1.0,1.0
9bb95e61,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0
9bb9bcbd,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
9bba65dd,12,213,2712,7.0,0.0,1.0,18.0,0.0,1.0,19.0,-1.0,0.0
9bbd48fc,3,38,645,0.0,0.0,2.0,30.0,0.0,2.0,30.0,-1.0,-1.0
9bbeaaae,0,0,1,0.0,0.0,1.0,50.0,0.0,1.0,50.0,0.0,0.0
9bbf9588,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
9bc071ab,0,0,0,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,0.0
9bc0bff9,0,11,43,0.0,12.0,4.0,158.0,12.0,4.0,158.0,-1.0,0.0
9bc43f7e,27,222,2998,6.0,1.0,3.0,104.0,1.0,1.3333333333333333,32.333333333333336,-1.0,7.0
9bc4698f,0,5,153,1.0,1.0,6.0,183.0,1.0,8.0,328.3333333333333,-1.0,0.0
9bc5e062,0,0,9,0.0,1.0,0.0,24.0,1.0,0.5,24.5,-1.0,0.0
9bc5f65c,1,30,283,2.0,3.0,1.0,40.0,0.0,0.0,0.0,0.0,4.0
9bcaae2a,2,26,239,2.0,2.0,1.0,9.0,0.0,1.0,9.0,-1.0,0.0
9bcae13e,8,172,3064,5.0,0.0,2.0,64.0,0.0,1.0,68.0,22.0,14.0
9bcb16b5,2,40,844,3.0,2.0,2.0,41.0,1.0,1.0,24.5,-1.0,0.0
9bcc2f64,13,156,1103,13.0,1.0,1.0,20.0,2.0,0.5,18.5,-1.0,-1.0
9bcccabe,0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,0.0
9bcff229,0,0,4,0.0,0.0,4.0,141.0,0.0,4.0,141.0,-1.0,0.0
9bd06cb3,68,1654,49636,0.0,0.0,1.0,29.0,0.0,1.0,29.0,-1.0,-1.0
9bd0807f,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
9bd26113,7,128,2461,1.0,6.0,1.0,27.0,11.0,0.0,1.5,-1.0,0.0
9bd2fda3,0,0,0,0.0,0.0,1.0,11.0,0.0,1.0,11.0,-1.0,0.0
9bd37a66,0,10,417,0.0,10.0,0.0,9.0,10.0,0.3333333333333333,9.0,-1.0,0.0
9bd3f9bc,3,57,720,3.0,2.0,4.0,78.0,8.0,3.6666666666666665,45.666666666666664,2.0,14.0
9bd53fae,0,0,2,0.0,0.0,3.0,86.0,0.0,3.0,86.0,-1.0,0.0
9bd711db,65,1572,11794,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,65.0
9bd807ec,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-1.0,-1.0
9bd88017,0,0,4,0.0,0.0,5.0,152.0,0.0,5.0,152.0,-1.0,0.0
9bda3a6a,0,0,2,0.0,1.0,2.0,81.0,1.0,2.0,81.0,0.0,0.0
9bdae5df,4,73,1664,4.0,0.0,1.0,30.0,0.0,2.0,61.0,-1.0,16.0
9bdb68ee,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,0.0
9bdbcc24,1,41,1254,1.0,0.0,0.0,10.0,0.0,0.0,4.0,-1.0,0.0
9bdc5138,5,47,256,6.0,2.0,2.0,41.0,1.0,1.0,25.0,-1.0,0.0
9bdc9a5a,0,0,5,0.0,0.0,5.0,194.0,0.0,5.0,194.0,-1.0,0.0
9bdca02f,2,28,677,1.0,3.0,4.0,120.0,1.0,9.333333333333334,396.6666666666667,0.0,13.0
9bdce392,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,0.0
9be9f6f5,16,306,4602,0.0,7.0,0.0,15.0,7.0,0.5,15.0,-1.0,0.0
9beb0bfb,6,57,1236,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0
9beb1ce6,37,600,9825,0.0,0.0,1.0,30.0,0.0,1.0,30.0,-1.0,0.0
9bebedf2,0,0,0,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,0.0
9bf1f02c,0,0,4,0.0,0.0,5.0,167.0,0.0,5.0,167.0,-1.0,0.0
9bf40bc2,0,0,0,0.0,0.0,1.0,29.0,0.0,1.0,29.0,-1.0,0.0
9bf4932d,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
9bf630b9,0,0,0,0.0,0.0,1.0,37.0,0.0,1.0,37.0,-1.0,-1.0
9bf6dce3,0,0,0,0.0,0.0,1.0,36.0,0.0,1.0,36.0,-1.0,0.0
9bf6eb08,5,114,2379,5.0,1.0,3.0,52.0,0.0,3.0,50.0,-1.0,-1.0
9bf77a71,4,66,1398,5.0,1.0,5.0,126.0,4.0,9.5,293.5,-1.0,0.0
9bf968c5,2,25,330,1.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,17.0
9bfa1240,0,0,0,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
9bfba185,0,0,2,0.0,0.0,3.0,95.0,0.0,3.0,95.0,-1.0,-1.0
9bfc1426,0,4,82,1.0,4.0,2.0,27.0,5.0,1.25,20.5,-1.0,0.0
9bfc8e2c,4,62,527,4.0,0.0,2.0,88.0,0.0,4.0,271.0,0.0,4.0
9bfe6c74,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
9bff98d1,12,231,1309,6.0,0.0,3.0,64.0,0.0,6.0,84.0,-1.0,48.0
9c02c892,6,90,1435,6.0,1.0,3.0,93.0,0.0,8.0,301.0,-1.0,0.0
9c046e73,0,0,0,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,0.0
9c063e3e,0,0,1,0.0,0.0,2.0,30.0,0.0,2.0,30.0,-1.0,0.0
9c09d7e9,0,0,0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,0.0
9c0c2956,2,69,1791,3.0,0.0,1.0,24.0,0.0,4.0,58.0,-1.0,-1.0
9c0ce401,2,38,986,3.0,3.0,1.0,23.0,0.0,1.0,40.0,-1.0,7.0
9c0d941f,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
9c11d322,0,0,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,0.0
9c11fd4c,1,23,122,2.0,0.0,2.0,26.0,1.0,2.0,27.5,-1.0,-1.0
9c12dd65,0,16,179,1.0,8.0,9.0,209.0,23.0,10.0,199.0,-1.0,0.0
9c140cfa,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
9c16528f,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,-1.0,0.0
9c16aa63,0,22,229,1.0,0.0,2.0,24.0,0.0,3.0,40.0,-1.0,0.0
9c17b991,0,0,3,0.0,0.0,4.0,98.0,0.0,4.0,98.0,-1.0,0.0
9c18cf91,2,78,584,3.0,0.0,2.0,59.0,0.0,1.0,15.0,-1.0,0.0
9c196bef,24,581,12689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
9c1b53ed,2,23,945,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9c218f6c,14,251,6599,7.0,2.0,1.0,20.0,0.0,1.0,25.0,-1.0,-1.0
9c22e658,16,384,11539,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9c2a46fe,0,0,0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,-1.0,0.0
9c2b1d50,23,569,2440,0.0,0.0,2.0,44.0,0.0,2.0,44.0,-1.0,0.0
9c2b6f94,8,64,503,8.0,0.0,3.0,63.0,0.0,1.0,13.0,-1.0,0.0
9c2ead50,1,15,134,2.0,1.0,2.0,68.0,0.0,0.0,0.0,-1.0,0.0
9c2f41b0,8,76,884,1.0,8.0,2.0,91.0,0.0,0.0,27.0,0.0,0.0
9c32226e,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,-1.0,0.0
9c35d81e,0,0,12,0.0,1.0,0.0,12.0,1.0,0.5,12.5,-1.0,-1.0
9c369637,7,171,5149,7.0,0.0,0.0,42.0,0.0,0.0,27.0,-1.0,0.0
9c370990,0,12,125,1.0,0.0,0.0,9.0,0.0,0.0,1.0,-1.0,0.0
9c379feb,0,0,1,0.0,0.0,2.0,50.0,0.0,2.0,50.0,-1.0,0.0
9c37f082,13,336,2245,10.0,0.0,1.0,16.0,0.0,1.0,22.0,-1.0,21.0
9c385000,0,0,2,0.0,0.0,2.0,49.0,0.0,2.0,49.0,0.0,0.0
9c393c26,4,100,2249,4.0,0.0,1.0,21.0,0.0,2.0,19.0,-1.0,-1.0
9c3952a0,5,97,2776,5.0,4.0,0.0,10.0,0.0,0.0,2.0,-1.0,0.0
9c3966bb,0,0,1,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
9c3d3783,4,78,725,4.0,0.0,2.0,19.0,0.0,1.0,17.0,-1.0,0.0
9c3f198d,30,750,11246,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
9c43d3db,3,74,1333,4.0,0.0,1.0,16.0,0.0,1.0,8.0,-1.0,0.0
9c451627,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
9c458382,32,160,2405,1.0,3.0,2.0,31.0,4.0,0.6666666666666666,7.5,0.0,0.0
9c4a48c0,2,36,1079,3.0,4.0,1.0,8.0,0.0,0.0,0.0,-1.0,0.0
9c4c7c4f,1,9,106,1.0,4.0,2.0,72.0,1.0,2.3333333333333335,118.33333333333333,0.0,0.0
9c50ed59,0,0,2,0.0,1.0,2.0,98.0,1.0,2.0,97.5,-1.0,0.0
9c534a17,1,17,235,1.0,1.0,2.0,44.0,1.0,1.5,17.5,-1.0,1.0
9c5428bc,0,0,1,0.0,0.0,2.0,63.0,0.0,2.0,63.0,-1.0,0.0
9c545ab4,0,11,180,0.0,12.0,0.0,24.0,12.0,0.5,24.5,-1.0,0.0
9c57d642,9,233,2470,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
9c57ebda,36,386,2295,4.0,1.0,2.0,38.0,0.0,0.0,1.0,0.0,66.0
9c5c05ec,16,397,3406,16.0,0.0,2.0,48.0,0.0,1.0,32.0,-1.0,0.0
9c5cf317,0,0,4,0.0,1.0,1.0,12.0,1.0,1.0,12.0,-1.0,0.0
9c5dda75,4,106,635,4.0,0.0,1.0,32.0,0.0,2.0,59.0,-1.0,-1.0
9c60f434,0,0,3,0.0,0.0,3.0,50.0,0.0,3.0,50.0,-1.0,0.0
9c6180e9,0,0,0,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,-1.0
9c6290b1,0,7,59,1.0,1.0,1.0,33.0,2.0,0.6666666666666666,18.333333333333332,-1.0,0.0
9c690789,0,0,6,0.0,0.0,6.0,118.0,0.0,6.0,118.0,-1.0,0.0
9c6d26fc,0,0,2,0.0,0.0,2.0,114.0,0.0,2.0,114.0,-1.0,0.0
9c6e2ae8,1,14,183,2.0,2.0,3.0,46.0,3.0,1.0,14.0,-1.0,3.0
9c6ffb3b,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
9c718106,7,73,1141,7.0,2.0,1.0,21.0,5.0,0.5,17.75,-1.0,7.0
9c71c5da,2,43,1288,3.0,5.0,4.0,86.0,0.0,0.0,3.0,-1.0,0.0
9c72a8de,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,0.0
9c73c8da,0,0,1,0.0,0.0,1.0,34.0,0.0,1.0,34.0,-1.0,0.0
9c743b65,3,50,516,4.0,1.0,2.0,60.0,0.0,2.0,53.0,15.0,15.0
9c747ba5,0,0,1,0.0,0.0,1.0,62.0,0.0,1.0,62.0,-1.0,0.0
9c754a51,0,5,192,1.0,6.0,0.0,24.0,5.0,0.0,0.5,-1.0,0.0
9c75bd65,5,98,1375,5.0,4.0,2.0,26.0,0.0,5.0,76.0,-1.0,-1.0
9c7ca20d,0,0,0,0.0,0.0,1.0,22.0,0.0,1.0,22.0,-1.0,-1.0
9c7eb3a3,0,18,258,1.0,10.0,2.0,100.0,0.0,2.0,103.0,-1.0,0.0
9c7ed090,6,162,3910,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9c7ed8cc,0,0,0,0.0,0.0,1.0,30.0,0.0,1.0,30.0,-1.0,-1.0
9c7f57cb,1,12,245,1.0,2.0,1.0,29.0,0.0,0.0,0.0,-1.0,0.0
9c7f6846,2,42,1083,3.0,1.0,1.0,16.0,2.0,0.0,1.0,-1.0,0.0
9c7f871d,0,0,1,0.0,0.0,2.0,35.0,0.0,2.0,35.0,-1.0,0.0
9c7fba34,0,16,210,1.0,0.0,6.0,101.0,0.0,10.0,116.0,-1.0,0.0
9c8015cf,7,63,555,8.0,2.0,1.0,36.0,4.0,1.0,20.666666666666668,-1.0,-1.0
9c80d863,0,0,1,0.0,0.0,1.0,27.0,0.0,1.0,27.0,-1.0,0.0
9c85c4c1,0,0,2,0.0,1.0,4.0,110.0,1.0,3.5,109.5,-1.0,0.0
9c860505,1,7,222,1.0,2.0,4.0,103.0,0.0,0.0,4.0,-1.0,3.0
9c867eb4,0,0,3,0.0,1.0,0.0,10.0,1.0,0.5,9.5,-1.0,0.0
9c873250,0,0,1,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,-1.0
9c88eed3,10,86,625,14.0,0.0,3.0,117.0,1.0,3.0,127.8,-1.0,0.0
9c8b9221,1,20,358,2.0,0.0,1.0,20.0,0.0,0.0,0.0,-1.0,0.0
9c8bc437,2,46,835,3.0,0.0,2.0,49.0,0.0,1.0,23.0,-1.0,-1.0
9c8d8292,1,16,513,1.0,4.0,1.0,11.0,14.0,1.0,18.5,-1.0,1.0
9c8e6d2f,0,8,476,0.0,8.0,0.0,1.0,8.0,0.0,1.0,-1.0,0.0
9c8e970e,0,0,2,0.0,0.0,3.0,117.0,0.0,3.0,117.0,-1.0,0.0
9c8e9ff7,0,0,1,0.0,0.0,2.0,27.0,0.0,2.0,27.0,-1.0,0.0
9c912934,0,3,86,0.0,4.0,1.0,10.0,4.0,0.6,10.0,0.0,0.0
9c934548,6,84,560,7.0,0.0,1.0,65.0,0.0,2.0,48.0,-1.0,-1.0
9c935bfd,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9c937ca2,2,21,405,2.0,8.0,3.0,161.0,11.0,1.0,18.5,0.0,0.0
9c98f2f3,0,0,4,0.0,0.0,5.0,196.0,0.0,5.0,196.0,-1.0,0.0
9c9c6634,21,416,6244,2.0,0.0,2.0,57.0,0.0,6.0,172.0,-1.0,5.0
9ca193fc,4,50,547,3.0,4.0,6.0,177.0,0.0,1.0,20.0,-1.0,0.0
9ca1d511,0,0,2,0.0,0.0,3.0,45.0,0.0,3.0,45.0,-1.0,0.0
9ca5a7f0,0,0,2,0.0,0.0,2.0,81.0,0.0,2.0,81.0,-1.0,0.0
9caa0ab8,5,85,1780,2.0,1.0,3.0,62.0,2.0,3.5,83.5,-1.0,0.0
9cab06cb,0,0,0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,-1.0,0.0
9caf36a0,33,794,15891,0.0,0.0,1.0,19.0,0.0,1.0,19.0,-1.0,0.0
9caf8a87,3,37,827,2.0,3.0,3.0,106.0,0.0,0.0,28.0,-1.0,1.0
9cb086aa,2,26,161,2.0,0.0,0.0,15.0,0.0,1.0,38.0,-1.0,0.0
9cb1bf1b,1,28,391,2.0,0.0,2.0,64.0,0.0,1.0,25.0,-1.0,0.0
9cb6cb64,0,0,2,0.0,0.0,2.0,75.0,0.0,2.0,75.0,-1.0,0.0
9cb7152a,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
9cb7de9a,1,12,101,1.0,0.0,1.0,37.0,0.0,1.0,23.0,-1.0,1.0
9cc47d1a,66,454,7070,2.0,6.0,6.0,165.0,6.0,10.0,298.0,0.0,66.0
9cc511b9,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9cc52e8c,8,198,7949,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9cc5303a,25,622,18666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9cc58395,0,0,3,0.0,1.0,3.0,96.0,1.0,3.0,96.0,-1.0,-1.0
9ccb2f50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
9ccbeef0,4,104,483,4.0,0.0,1.0,28.0,0.0,0.0,0.0,-1.0,0.0
9ccf882a,1,9,100,1.0,5.0,2.0,45.0,9.0,1.0,26.5,-1.0,15.0
9cd079dd,3,38,1040,2.0,3.0,2.0,97.0,0.0,0.0,0.0,0.0,16.0
9cd53e6e,12,208,6255,7.0,6.0,1.0,27.0,12.0,0.5,35.0,-1.0,0.0
9cd6488b,13,335,1258,14.0,0.0,2.0,42.0,0.0,2.0,56.0,-1.0,13.0
9cd6b237,2,48,289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9cd89285,4,34,384,4.0,1.0,3.0,70.0,2.0,3.3333333333333335,79.66666666666667,-1.0,4.0
9cd8a9d6,0,0,0,0.0,0.0,1.0,19.0,0.0,1.0,19.0,-1.0,0.0
9cdbf51a,12,222,8020,0.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,-1.0
9cdc6e58,0,0,3,0.0,0.0,4.0,91.0,0.0,4.0,91.0,-1.0,0.0
9cdca58a,0,0,0,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
9ce0bd0a,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
9ce23aa8,5,114,5140,4.0,1.0,0.0,8.0,6.0,0.5,14.0,-1.0,0.0
9ce3c10d,6,69,1714,7.0,1.0,5.0,228.0,0.0,0.0,0.0,-1.0,3.0
9ce4b2a0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9ce7d819,0,0,0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,-1.0,-1.0
9ce8abb3,6,53,879,7.0,4.0,2.0,35.0,10.0,1.0,25.0,11.0,10.0
9ce9ca59,3,38,718,4.0,1.0,1.0,39.0,0.0,0.0,0.0,-1.0,0.0
9cea2dd6,2,60,2435,3.0,0.0,15.0,907.0,0.0,46.0,2721.0,-1.0,-1.0
9ceab28a,0,0,2,0.0,0.0,2.0,100.0,0.0,2.0,100.0,-1.0,-1.0
9cf044cb,0,0,1,0.0,0.0,1.0,36.0,0.0,1.0,36.0,-1.0,0.0
9cf1238e,0,0,1,0.0,1.0,1.0,26.0,1.0,1.0,26.5,-1.0,0.0
9cf2e2ce,0,0,6,0.0,1.0,4.0,106.0,1.0,4.5,106.5,-1.0,0.0
